text,sentiment
แดกแมคเถอะสัส,negative
ทำไมไม่มีกุ้ง,negative
บาบีก้อนทำพิษ,negative
เบื่อ show dc,negative
ฝี หนอง พญาธิ,negative
ไม่กิน ฮอทพอท,negative
ไม่คุ้มเลยยยย,negative
ไม่ใช้กานิเย่,negative
ไม่แดกหงส์ทอง,negative
ไม่มีตังอีสัส,negative
ไม่มีสาขาน้าา,negative
ไม่อยากกินแระ,negative
ราคาแพงอยู่นะ,negative
หมูบางมากกกกก,negative
อดเลยฮืออออออ,negative
อวสารบาบิก้อน,negative
อวสารบาบีก้อน,negative
อีทูดี้ อิเวง,negative
แอร์เย็นไปไหน,negative
Hotpotไม่อร่อย,negative
กฎหมายคนในกะลา,negative
ก็ยังแพงอยู่ดี,negative
กลัวลิ้นพัง ..,negative
กากขึ้นทุกวันๆ,negative
กำแพงไม่มีแล้ว,negative
กินช้างท้องอืด,negative
กินไม่เป็น😁😁,negative
กูเบื่ show dc,negative
กูเลิกกินสิงห์,negative
กููดูล่ะ ไม่มี,negative
ขวัญงดนะงั้นอะ,negative
คนส่งของแย่มาก,negative
ความสูงเกินค่ะ,negative
เค็มเหมือนเดิม,negative
เงินในเป๋าา 😿,negative
เซนไม่มีฮอตพอต,negative
โซฟีใช้แล้วคัน,negative
แต่อยาก แต่แพง,negative
นึกว่าบาบีก้อน,negative
บุหรี่ไฟฟ้าผิด,negative
เบื่อมึง น่ารำ,negative
แพงงงง ได้น้อย,negative
แพงสะป่าว 👎🏻,negative
แม่งควายล้วนนน,negative
แมงสาบเต็มร้าน,negative
ไม่กล้ากิงแย้ว,negative
ไม่กินลีโอ 555,negative
ไม่ชอบไม่ใช่รึ,negative
ไม่ใช่รีฟิวพี่,negative
ไม่ได้กินเรดดิ,negative
ไม่ไหวแล้วจ้าา,negative
ไม่อาวชุดไทย55,negative
ไม่เอา ไม่อยาก,negative
ไม่เอาแบบนี้สิ,negative
ราคาไม่แพงสนใจ,negative
รูปไม่ตรงปกค่ะ,negative
เรื่องมันเศร้า,negative
ลดความอ้วนอยู่,negative
เสียความรู้สึก,negative
เสียเต็มดีกว่า,negative
แสงโสมอีกเสียง,negative
หมดเร็วมาก T_T,negative
หม่าล่าก้งั้นๆ,negative
หุ้ยยย เซ็งอ่า,negative
อ๋อย! แย่จุง!!,negative
อันแรกไม่หร่อย,negative
อือท้องเสียเลย,negative
=+1 เราว่ามันขม,negative
Complain เลยพี่,negative
No อยากปิ้งย่าง,negative
ก้ไม่โอเคอยุ่ดี,negative
กลับเหมือนกัน😭,negative
กอล์ฟไม่กินช้าง,negative
กาก หว่ะ บักลิง,negative
กินลำบาก อึดอัก,negative
กู ไม่ กิน ช้าง,negative
ไก่ เบื่อเอ็มเค,negative
ขายขี้หน้าชิบบบ,negative
แคนเมคไม่รอดว่ะ,negative
ใครจะกล้าใส่555,negative
จะไม่ซื้อนิสสัน,negative
โจมาโลนไม่ทนเลย,negative
ฉันไม่กินแสงโสม,negative
เช่าชุดอีดอกกกก,negative
ซานตาเฟ่บ่อยากก,negative
เดะอ้วนไม่เอาอะ,negative
ตอนบุฟเฟ ไม่กิน,negative
ตอบเลยว่าไม่ 55,negative
เทอลดหุ่นอยู่นะ,negative
แทะไม่ได้555555,negative
ไทยแม้งหัวโบราณ,negative
นี่มันกะลาแลนด์,negative
ใน ตจว บ่มี5555,negative
บางสาขาก็ไมลดดิ,negative
เปลืองชิบหายเลย,negative
พยาธิในบาบิก้อน,negative
พวกมึงก็ขวางโลก,negative
พูดมาก รำ555555,negative
แพง กินธรรมดาพอ,negative
แพงกว่าซีวิคอีก,negative
มันปิดแล้วนิมึง,negative
มันหมด29 อะทำไง,negative
มั่ยหั้ยกิงงงละ,negative
มาสด้ากินน้ำมัน,negative
มีค่าเติมไม่เอา,negative
ไม่กินอารมไม่ดี,negative
ไม่ค่อยได้กินอะ,negative
ไม่ดื่มสิงห์ค่ะ,negative
ไม่แดกหละบาย555,negative
ไม่มีสาขาเราว่ะ,negative
ไม่รู้ไม่เข้าใจ,negative
ไม่อยากกินเรดอะ,negative
ไม่เอา ไม่อร่อย,negative
ไม่เอาแล้วววววว,negative
รสชาติไม่เท่าไร,negative
ลดราคา ลดคุณภาพ,negative
ลอกmazdaมาเต็มๆ,negative
เลิกกินน้ำสิงห์,negative
สัสได้5200จบไหม,negative
เสียดายไม่มีจุก,negative
หมอไม่ให้กินจ้า,negative
หอนเก่งไอ่สัดรำ,negative
ห่ะ เนื้อเป็นฝี,negative
หิวเลยสัสตอนนี้,negative
อยุธยาไม่เห็นมี,negative
อวสานบาบีก้อน..,negative
อ้าวแอดหาย55555,negative
อืมนึกว่าบุฟเฟ่,negative
เอาดีแมกไปขายยย,negative
KFCอร่อยมั้ยครับ,negative
ก้อนทำให้ผิดหวัง,negative
กุไม่แดกน้ำดำ555,negative
กุยอมจ่ายเต็ม555,negative
กูเกลียดแสงโสมมม,negative
กูขอบายค่ะอันนี้,negative
เกลียดดีแม็ค สัส,negative
ข้าก็กรอบเช่นกัน,negative
คงใกล้จบแล้วแน่ๆ,negative
คงม่ายยยยทันนนนน,negative
เค้าจะลดความอ้วน,negative
เค้าบอกไก่เค้มไป,negative
เค้าไม่กินช้างงง,negative
งั้นไม่กินละ 555,negative
จะขวนไปชาบูเนี่ย,negative
จัดไปอย่าให้เสีย,negative
เจ้งไปละคับนิสิต,negative
ดีแมกตัวsใด้3คัน,negative
ต้องโดนไอ้สัสนี่,negative
ตอนนี้ช้อตว้ะ555,negative
ตอบแชดน่อยคับแอด,negative
ตังไม่มี. 😭😭😭,negative
ตายคาบุหรี่ไฟฟ้า,negative
ติดต่อยากจังครับ,negative
ถึงขั้นใส่ชุดไทย,negative
นี่ไทยแลนด์โอลี่,negative
แบบนี้ไม่ดีเลยยย,negative
ไปทานมาไม่ได้เลย,negative
ผ้าอนามัยกัด —_—,negative
พัทยายังไม่มีจ๊ะ,negative
เพื่อนไม่กินช้าง,negative
แพงตลาดตัวล่ะ500,negative
แพงไปหน่อยนะครับ,negative
แพ้ผ้าอนามัย T T,negative
มีภาพปลากรอบมั้ย,negative
แม่งลืมบารบีก้อน,negative
ไม่กินเบียร์ช้าง,negative
ไม่เคยได้เลย T^T,negative
ไม่ชอบน้ำจิ้มอ่า,negative
ไม่แดกไม่อร่อย55,negative
ไม่ได้กินเนื้อ😀,negative
ไม่ทีอารมจะกิน😂,negative
ไม่เห็นน่ากินเลย,negative
ไม่เห็นหยอยเลยยย,negative
ยังเข้าไม่ได้เบย,negative
ยุบโรงงานยาสูบสิ,negative
รอคำตอบด้วยคนค่ะ,negative
เราไม่อยาก จบมะ!,negative
ลดแค่แป๊ปซี่อ่าา,negative
ล้างท้องรอไอ้สัส,negative
สเมอนอฟ อีกแล้วว,negative
สเมอนอฟไม่แซบบบบ,negative
สวยกว่า revo อีก,negative
สาขาหาดใหญ่ไม่มี,negative
แสงโสมเล่นกูแล้ว,negative
โห่แพง หมูทะเหอะ,negative
อดแหลกตามระเบียบ,negative
อยากให้มีกุ้งง่า,negative
อ้าวทำไมปิดเเง่ๆ,negative
อีสัสเดวกูเผาหมี,negative
เอาแทนฮอทพอทปะละ,negative
ก็ดีแต่บ่นแหละ รำ,negative
กุก็ไม่กินปะ55555,negative
กูจะไม่ใช้โซฟีค่ะ,negative
เคยชวนแล้วไม่ไปอะ,negative
ใครเค้ากินลีโอกัน,negative
งดบุฟเฟ่ต์กันเถอะ,negative
ใช่ๆๆ ลิ้นเเทบขาด,negative
ใช่ค่ะ ไม่กินหรอก,negative
ซูซิใส่ข้าวเยอะไป,negative
ดีนะเราไม่กินช้าง,negative
ดูดีกว่ายาริสอยู่,negative
เดียวนี้ของก็น้อย,negative
แดกแพงๆไปน้ำตาไหล,negative
แดกร้านอื่น จบ555,negative
โดนปรับเยอะจังคับ,negative
โดนมาเหมือนกันค่ะ,negative
ตัวไม่มีบัตสมาชิก,negative
แต่มันเป็นฝี55555,negative
บาบีก้อนทำพิษ....,negative
บาร์คิว พลาซ่า 😢,negative
เบากว่านิสนุง 555,negative
เบื่อ hotpot แล้ว,negative
ประเทศไทย!!ล่าช้า,negative
ไปกินอย่างอื่นแทน,negative
ผ้าอนามัยบาดก้นอะ,negative
ฝ่าลมหนาวมากินแมค,negative
ม่ายยยยยยยยยยยยยย,negative
แม้งพากุ อ้วกตลอด,negative
ไม่กินตอนเย็นครับ,negative
ไม่ค่อยชอบกินเห็ด,negative
ไม่ทันลด 20% ไงคะ,negative
ยังไม่เข็ด อีกหรา,negative
ยาดองศพพ่อมึงดิ55,negative
ยาดองศะพ่อมึงงอ่ะ,negative
รำ สตอรี่อีครีมอะ,negative
เราไม่กินลีโอ 555,negative
ลาก่อนบาบิก้อน...,negative
วันอาทิตแพง379แนะ,negative
ส่วนตัว ม่ายหย่อย,negative
ส่วนสูงเกินค่ะ555,negative
สาขาเราไม่มีน้าาา,negative
เหี้ยยยกูหยุด30-2,negative
อย่างแพงตกคนละ299,negative
Smirnoff ทำพิษสุดด,negative
Smirnoffเล่นกูแล้ว,negative
ก้อน..หมูบางเกินนะ,negative
กินไปเรื่อยๆจะอ้วก,negative
กินมาแล้วไม่สมราคา,negative
กินหม่าล่าไม่เป็นๆ,negative
คุนหลอกดาว ขมคอเลย,negative
คุ้มค่าเช่าชุดมั้ย,negative
เค้าไม่กินน้ำอัดลม,negative
โฆษณาdr. Jillอีกละ,negative
งอนบาบีก้อนถึง2020,negative
งื้อออออเค้าเซงจุง,negative
เงินไม่มีสักบาท 😥,negative
จะปรี๊ดแตกพนงเอมเค,negative
เจอกันค่ะ รอนานมาก,negative
ชีสต้มมันไม่ใช่แนว,negative
เช่าชุดพันสอง อิอิ,negative
เดอะมอลล์ท่าพระค่ะ,negative
เถียงกันจนมันน่ารำ,negative
ทะลึ่งอ่ะ น้ำไรเซง,negative
นับวันหมูยิ่งบางลง,negative
บอกแล้วอย่ากินลีโอ,negative
บาบิก้อนเล่นกุแร้ว,negative
บาบีก้อนไง กลัว...,negative
บุหรี่ไฟฟ้า ไอ่สัส,negative
ปาย แม่งขี้โม้ว่ะ.,negative
ผมไม่ใช้ครับมาสด้า,negative
แพงกว่าดีแม็คอีกนะ,negative
มิใช่ พยาธิ นะครัช,negative
เม้นโคตรเดือดเลยยย,negative
ไม่กินแล้วเบียช้าง,negative
ไม่กินหมูกะทะะะะะะ,negative
ไม่ค่อยได้ไปกินเลย,negative
ไม่ชอบกินอันนี้อ่ะ,negative
ไม่ซื้อรถมิตซูบิชิ,negative
ไมได้ลดราคาเลย😔😤,negative
ไม่ต้องแดกเลยทีนี้,negative
ไม่ต้องแหลกละลำคาน,negative
ไม่อยากกินแบบทาชีส,negative
ยังไงก็ไม่ดีอะเชอะ,negative
ยังไม่หิว 7 ฮ่าๆๆๆ,negative
ยูเซอรีนนอันแสนแพง,negative
ลีโอแดกละปวดหัวสัส,negative
เลิกใช้โซฟีจย้าาาา,negative
วันสุดท้ายคนเยอะะะ,negative
สเมอนอฟ เหล้าเหี้ย,negative
สวยกว่าวีออสอีกพี่,negative
แสงโสมเพรียวสัสหมา,negative
อยสกแดกเอ็มเคอิสัส,negative
อยากลอง แต่แพ้โซฟี,negative
อวสานชานมไข่มุก 😭,negative
อีเหี้ย เอาอีกแล้ว,negative
เอ็มเคไม่เอา เบื่อ,negative
5คนหมด2000จิเปฺนลม,negative
Apple Pay ก็ไม่ด้วย,negative
กลัวบุหรี่ขายไม่ได้,negative
กูเกลียดดด Smirnoff,negative
กูจะเลิกใช้โซฟี!!!!,negative
ขอบายไม่สู้แสงโสมมม,negative
เขียนกฎหมายแบบหัวดอ,negative
งดสปาย กินนี้ พอค่ะ,negative
จัดส่งของได้ห่วยมาก,negative
จิง จะอ้างแบบของหมด,negative
ซีคอนกว่าจะเปิด....,negative
ซูชิไม่มีอีกอ่ะ5555,negative
แดกดีแม็กชิลๆคับ555,negative
ตอนเยียบหัวเสียวสัด,negative
ถามเฉยๆ แม่งซับซ้อน,negative
ทำไมระบบห่วยจังครับ,negative
ที่จอดรถหายากนิดนึง,negative
แทนที่จะมี ส อ ด้วย,negative
น่ากลัวกว่าพยาธิอีก,negative
น่ากลัวมากเลยเทออออ,negative
นานๆทีไม่เสียหาย555,negative
บายยยยย บาบีก้อนนนน,negative
บิโอเร แต่สิวขึ้นอะ,negative
เป็นไรอะ ด่าตลอด รำ,negative
เผ็ดกูกินไม่ได้ !!!,negative
แพงอีนี่เลย ชิเซโด้,negative
ม่ะบุฟ ม่ะไป 🤣🤣🤣,negative
ไม่เจอพยาธิแต่เจอฝี,negative
ไม่ชอบกินบาบิกอนอ่ะ,negative
ไม่แดก. รีฟิวโอลลี่,negative
ไม่ไปแล้ว แยกย้าย👋,negative
ไม่มีสาขามุก จอบอ😂,negative
ไม่เวิคเค้าว่า 5555,negative
ไม่ไหวค่ะเบียร์ช้าง,negative
ไม่เอาล้าวไม่มีตังง,negative
ยูเบียร์คือจะอ้วก..,negative
ลพบุรีไม่ร่วมม 😭😭,negative
เลิกกินบาบิก้อนยาวๆ,negative
เลิกกินแสงโสมดีกว่า,negative
เลิกแดกนานแล้ว55555,negative
วัดใจกันค่ะบาบีก้อน,negative
สยองงงงงงงงงงงงงงงง,negative
แสงโสมกุเลิกไปนานละ,negative
ห่า ใส่ชุดไท ประสาท,negative
เหมือนเอ็มเคทำพิษอะ,negative
อย่าทำให้เจนผิดหวัง,negative
อย่าเลยพี่กินไม่ได้,negative
อาหารเด็กราคาแพงจัง,negative
เอ้า ไหนว่าบาบิก้อน,negative
⚙️ติดบุหรี่ไฟฟ้าสัสๆ,negative
5555 มันมะลำ บอกเลยย,negative
ก็hotpot ไหนบอกว่ามี,negative
กลัวใช้โอเลย์แล้วแพ้,negative
กูเกลียดred label!!!,negative
กูจะลดความอ้วน อีดอก,negative
เกลื่อนนะบุหรี่ไฟฟ้า,negative
ไก่เดิมอร่อยกว่าครับ,negative
ขอบใจมากจ้า อีสัดดดด,negative
คอมเม้นพีค เลิกกินนน,negative
แค่สองสาขา ใจร้ายอ่ะ,negative
เชียงใหม่ไม่ร่วม 555,negative
ใช่ค่ะ อ่านแต่ไม่ตอบ,negative
ตำรวจไทยแม่งยุในกะลา,negative
แต่ไม่เอาซีวิคได้ม้ะ,negative
ทำไมกุซื้อแพง 😂😂😂,negative
ทำไมอะ ไหนว่าทุกสาขา,negative
เทก้อนๆ มาเอมเคแทน !,negative
น้องเบื่อเกี๊ยวซ่าาา,negative
น่ากินแต่ดูปันหาเยอะ,negative
ในรูปกับความเป็นจริง,negative
บ่ดอก คือบ่หลายกลมยุ,negative
บุหรี่ไฟฟ้า จับนะเทอ,negative
เบื่อคนเล่นตัว. 5555,negative
แบบนี้มันก้อเกินไปนะ,negative
เปลี่ยนบัตรโดยไม่บอก,negative
พึ่งจองคัมรี่ไป เฮ้อ,negative
แพงกินข้าวบ้านดีกว่า,negative
ภูเก็ตไม่มีฮอตพอต 😤,negative
มันไม่ลดแล้วอะ ฮือออ,negative
มิโซะ มึงทำกระทะไหม้,negative
เมียมึงแดกช้างไอ้สัส,negative
ไม่กินแสงโสมค่ะ 5555,negative
ไม่เหนมีสี 05 เลยค่ะ,negative
ไม่เหนอร่อยเลย คหสต.,negative
เรากิน mk ก็ท้องเสีย,negative
ลดความอ้วนอยู่ อดเลน,negative
ลดได้น่าตบมาก 555555,negative
ลอรีเอะก็เป็นนะบางที,negative
วันนี้ผมโดนไปมาทๆเลย,negative
วันนี้ฟางก้อไปกับควย,negative
วู้วววว ลดทุกวันนนนน,negative
สละลอยแก้วก็ไม่อร่อย,negative
สักวันคงทนไม่ไหว5555,negative
สาขาอื่นมันไม่ร่วมไง,negative
หงส์ทองเลยอ่อ ไม่ไหว,negative
เหมือนคนบ้าอ่ะ555555,negative
อย่าาาาาาาาาาาาาาาาา,negative
ออ บุหรี่ไฟฟ้าติดคุก,negative
อ่าน reply ละสงอ่าาา,negative
เอ็มเค อร่อยนะแต่แพง,negative
285เหล้าหมาไม่แดกจร้า,negative
dmax นี่ขยะเยอะจริงๆๆ,negative
Kulov แม่งเมาค้างมากก,negative
กฏหมายหัวควย โครตแม้ง,negative
กินไม่เปนเอมคงเอมเค😅,negative
กินเรดแล้วหนักหัวสัสๆ,negative
กุไม่กล้าขับ เสียว555,negative
โกงงงงงงงงงงงงงงงงงงง,negative
ขอชาตินี้นะครับนิสสัน,negative
เข้าไป..หมดแล้ว😭😭😭,negative
จืดกว่าไฮเนเก้นอีกหรอ,negative
แจ่วหวานไปนะก้อน 😭😭,negative
ชีสสสสมันน้อยไปไหมอ่า,negative
ต้องดักตีแม่มไอพวกนี้,negative
ต่างจังหวัดไม่มีเซงไป,negative
ติดบุหรี่ไฟฟ้าว่ะแม่ง,negative
แต่ปวดหัวเพราะแดกช้าง,negative
ทำไมที่เรากินไม่มีใส้,negative
ทำไมฮอทพอทไม่มีกุ้งคะ,negative
แท็กอีกล้าวอิเหี้ยยยย,negative
น่าจะจำกัดอายุมากกว่า,negative
นิสสันไทยน่าตามไปด้วย,negative
บริหารบ้านเมืองให้พัง,negative
บางครั้งหมดแล้วหมดเลย,negative
บาบีก้อนบุฟเฟ่ไม่คุ้ม,negative
บุหรี่ไฟฟ้ามันไร้สาระ,negative
เบียร์ช้าง ปวดหัวตายย,negative
เบื่อ ไม่เคยมีหาดใหญ่,negative
เบื่อไก่อยากกินเอ็มเค,negative
เบื่อซูชิแบ๊ววววววว🤩,negative
ปรากด แพงกว่าค่าอาหาร,negative
เปลี่ยนใจจากยาริสแล้ว,negative
ผ้าอนามัยมันบาดหี!!!!,negative
พรรคสามัญชนคือนูกูมาก,negative
แพงไปกินชาบูดีกว่าไหม,negative
เมกาบางนา ไม่ร่วมเด้อ,negative
แม่งเอ้ย ขอนแก่นไม่มี,negative
ไม่ค่อยเจอป๋องม่วงเลย,negative
ไม่ชอบกินไม่ใช่อ่อเออ,negative
ยอมแล้วกุ เมาสปาย5555,negative
ยังเสือกไปซื้อโจมาโลน,negative
ลดละก็ยังแพงอยู่55555,negative
เลิกกินสิงห์ละกัน -_-,negative
เลิกเบียร์ขวดเขียวเรย,negative
วันนี้กินนมไม่กินสปาย,negative
สงสัยจะอดไม่มีคนดูแจม,negative
สวยกว่าแอคคอร์ดG10อีก,negative
สิงห์แพงเค้าเลยไม่กิน,negative
สีจะแพงกว่าค่ากิน5556,negative
แสงโสมไง ละกูไม่ชอบไง,negative
หนีช้าง มากินลีโอ5555,negative
หยุด! กูเอียนแล้ววว🙄,negative
เห็นคิวแท็กซี่แล้วท้อ,negative
ให้เวลาน้อยไปนะเจ้าคะ,negative
ไหนว่าเปลี่ยนกะทะละไง,negative
อันนี้น้ำจิ้มไม่อร่อย,negative
อีกหน่อยแม่งก็กินช้าง,negative
เอาขวานมาสับกะลาแลนด์,negative
55555555 มึงจะหยี๋ทำไม,negative
B1 ไม่ชอบกินไอติมอะ B2,negative
concealer ysl ไม่ทับใจ,negative
Kulov นี่ว่ามันหวานไป๊,negative
กินนี่กินหมูป๋องดีกว่า,negative
กูเฉยๆกะซุปเปอร์มัมว่ะ,negative
กูแพ้โซฟีไง คันอยู่หนิ,negative
กูสิจุกต้มมาม่าตายแร้ว,negative
กูเเพ้กลิ่นบุหรี่ไฟฟ้า,negative
เกลียดการขายเบียร์ช้าง,negative
เกี่ยวกับเงินภาษีล้วนๆ,negative
ขนาดตำรวจแท้ๆยังดูดเรย,negative
ขอเพิ่มสาขาหน่อยค่ะะะะ,negative
ขำ จับบุหรี่ไฟฟ้ายึดรถ,negative
ค่าชุดแพงกว่าส่วนลด 😅,negative
แค่ป๋องดำก็หัวทิ่มละ😂,negative
แค่อเมร่ากว้างกว่าแจ๊ส,negative
โคตรบิดเบือนเลย ห่าลาก,negative
จบละ สาขาไกลๆ ทั้งนั้น,negative
จะมีกล่องหน่อยก้มะด้าย,negative
จัน-ศุก อ่ะจ้าา อด5555,negative
เจอแบบนี้ทุกวันคืออะไร,negative
เชี่ยละ เจียงฮายบ้านกู,negative
โชคดีไม่กินช้างกินลีโอ,negative
ใช้กานีเย่ไม่ได้อ่ะเจ้,negative
โซฟีกาวแปะไม่เคยติดเลย,negative
เดียวนี้แพงขึ้นเยอะเลย,negative
โดนขังเพราะบุหรี่ไฟฟ้า,negative
แต่พี่ไดเมาสปาย กากมาก,negative
ถึงกับกินไม่ลงบาบีก้อน,negative
นั่งแท็กซี่แม่งเลยอิผี,negative
น่ากินเนาะ เเพงไปหน่อย,negative
บ้านเราอยู่ในกะลาต่อไป,negative
บาบีก้อนของชั้นนน ม่าย,negative
บุหรี่ไฟฟ้าvs ฆ่าหันศพ,negative
เบื่อกิน285ทีไร ตัวแดง,negative
เปลี่ยนที่บ้างเหอะ🤣🤣,negative
เปิดกะลาออกมาสักทีเหอะ,negative
ไปสัส 29 เจมสันคนละขวด,negative
ผ้าอนามัยที่นี่โคตรแพง,negative
เผ็ดไป ขอแบบเดิมได้ไหม,negative
พยาธิชัดๆพิดพลาดได้555,negative
แพ้ผ้าอนามัยมีผื่นขึ้น,negative
ภาพมันติดตาไปแย้วว แงๆ,negative
